geneid,iDUX4_logFC,iDUX4_logCPM,iDUX4_LR,iDUX4_pval,iDUX4_fdr,hl.ratio,area,protein.length,rep,IQR,QCoD,count,mean,sd,zscore,pval
NET1,-0.555108146,5.364080079,9.530475439,0.002020878,0.004125591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PCDHGB1,-0.555316338,2.656266317,1.14594925,0.284398722,0.346761607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PODXL2,-0.555708938,2.127004522,0.678238283,0.410194026,0.47412594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIAA1244,-0.555911061,1.580437204,0.345239983,0.556820108,0.615286219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COL5A1,-0.555965943,9.992629492,170.1929736,6.71E-39,1.23E-37,-0.22604312,1063813.471,1838,3.479591837,0.693761514,-3.069155622,98,0.006254743,0.078258629,-2.968335434,0.002994174
NHEJ1,-0.556003961,2.386126352,0.887381457,0.346187896,0.410488135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ANAPC11,-0.556506801,5.884626652,13.86842125,1.96E-04,4.77E-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MIEN1,-0.557057746,3.834940602,3.089744689,0.078787169,0.113131487,0.024681088,1528083.953,115.5,3.5,0.238821244,9.676285135,2,0.044740161,1.400728181,-0.014320461,0.988574316
DOCK9,-0.557057931,5.528927658,10.79587163,0.001017267,0.002193132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZNF7,-0.557245838,4.111452818,3.823769702,0.050530432,0.076231525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VLDLR,-0.557819229,4.375965824,4.675940794,0.030587945,0.048619912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SHC4,-0.557842188,2.023004438,0.609225748,0.435079479,0.498998968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENOX1,-0.557958974,1.805163999,0.470390128,0.492807746,0.555820558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMG6,-0.558004552,6.055884788,15.73506531,7.29E-05,1.90E-04,-4.713227626,202312.7222,1419,3,0,0,1,0.059382605,1.988567211,-2.400024602,0.01639397
DHFR,-0.558134934,6.919449966,28.76662466,8.16E-08,3.07E-07,-1.527015086,579442.9841,187,3.666666667,1.039164657,-0.680520229,6,-0.012957652,0.395193231,-3.831182608,1.28E-04
KIAA1524,-0.558181251,5.22860528,8.74071135,0.003111831,0.006099711,-0.800352507,363183.9258,905,3.333333333,0.215951394,-0.269820351,3,0.02810949,0.73948149,-1.120328241,0.262573912
SNX1,-0.558329806,6.412394401,20.22909021,6.87E-06,2.08E-05,-0.27146609,785963.2285,522,3.445783133,0.767769455,-2.828233374,83,0.001169394,0.085494396,-3.18892812,0.001428014
PNKP,-0.558564839,3.964050586,3.431769955,0.063953527,0.094156386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIF13B,-0.558919966,6.392537544,19.9932302,7.77E-06,2.33E-05,0.975220526,503102.4531,1826,3.411764706,1.759032202,1.803727623,17,-8.48E-04,0.204206731,4.779807996,1.75E-06
TAGLN,-0.558957959,8.303875112,72.17510514,1.97E-17,1.51E-16,-0.161709636,2188024.34,201,3.489208633,0.787788573,-4.871624181,417,-0.001672239,0.039923394,-4.008611991,6.11E-05
ACIN1,-0.558959923,7.031780103,31.18731017,2.34E-08,9.35E-08,-0.258253984,368963.7344,1341,3.586666667,0.931961096,-3.608699789,75,-0.002582429,0.091386465,-2.797696088,0.005146852
STK32C,-0.559503375,3.386631412,2.182690067,0.139570322,0.187352542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CPSF3L,-0.559882831,5.468501757,10.44340472,0.001230882,0.002609237,0.749873074,199889.4531,606,3,0,0,1,0.087809925,2.131435828,0.310618382,0.756090751
ELMOD3,-0.560312738,3.884309961,3.247300888,0.071541176,0.104129205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PCDHGC3,-0.560878896,7.310747044,38.06125785,6.86E-10,3.16E-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CYC1,-0.561249528,5.806214519,13.34193952,2.60E-04,6.18E-04,0.205184351,901345.75,325,3.571428571,0.918518373,4.476551795,14,-0.008265478,0.226853048,0.94091673,0.346747533
NCOA5,-0.561320123,5.207229309,8.703157295,0.003176594,0.006211631,0.417159527,918582.1484,579,3.6,1.558608239,3.736240307,5,-3.85E-04,0.476878431,0.875578227,0.381259366
QARS,-0.561478317,6.82542553,27.27217453,1.77E-07,6.38E-07,0.01003931,1260418.938,775,3.524861878,1.045756758,104.1661962,181,-0.0042973,0.058645424,0.244462553,0.8068726
KLF12,-0.562005832,6.29945665,18.93626544,1.35E-05,3.91E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TICRR,-0.562078222,3.967779685,3.485046941,0.061925605,0.091381053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PHF20,-0.562630569,5.820581887,13.54420323,2.33E-04,5.60E-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CALML4,-0.562854318,2.790106899,1.329073358,0.248970135,0.309462317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SLC41A3,-0.562857824,5.08734092,8.024207176,0.004615623,0.00878117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ARHGAP12,-0.563128577,5.403149197,10.08116306,0.001497928,0.003133788,-1.332198149,290045.0898,846,3.333333333,2.251277389,-1.6898968,6,7.44E-04,0.380830249,-3.50009507,4.65E-04
TPRN,-0.563131044,3.034765242,1.648400285,0.199176801,0.254761024,-5.607523468,307451.3125,711,3,0,0,1,0.090505574,2.081772629,-2.737104409,0.006198262
ZNF518B,-0.56402047,3.781392607,3.036744388,0.081399015,0.11626381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RAB5B,-0.564344373,5.270456915,9.203718681,0.00241524,0.004850833,-0.558045697,1115751.486,215,3.4375,0.317918331,-0.569699458,16,0.00153613,0.204430532,-2.737271289,0.006195118
SCP2,-0.564586203,5.839980823,13.82547025,2.01E-04,4.87E-04,-0.052269655,768562.5171,547,3.384615385,0.718573996,-13.74744095,39,-0.001846023,0.132229044,-0.381335525,0.702954296
TMEM236,-0.564652946,1.549969657,0.340477076,0.559553974,0.617801667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TMEM236,-0.564652946,1.549969657,0.340477076,0.559553974,0.617801667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TOP1MT,-0.565166215,3.692911294,2.84472229,0.091674432,0.129284456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EDEM2,-0.565627142,4.541673094,5.436476507,0.019720412,0.032727363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RHOQ,-0.565640621,5.46474566,10.62688725,0.001114552,0.002382165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PTPMT1,-0.56573432,4.460614446,5.120782955,0.023640948,0.038550539,-0.414268528,265344.624,201,3.75,0.307168444,-0.741471831,4,-0.005337306,0.611676481,-0.66854168,0.503787886
AIFM1,-0.566133864,4.295460288,4.532610064,0.033254862,0.052454301,-0.093412093,430237.7046,613,3.379310345,1.032567949,-11.0539002,58,-0.002345281,0.106844763,-0.852328272,0.394031918
NUDT1,-0.566199303,4.176141796,4.143799608,0.041787273,0.064294216,-0.218839787,1250937.527,197,3.454545455,0.940165388,-4.296135539,11,-0.003815492,0.254403844,-0.845208516,0.397994429
ANXA1,-0.566210361,8.477045035,84.05969866,4.80E-20,4.34E-19,7.13E-04,3750432.797,346,3.521968366,0.55336255,775.7845494,569,-0.001126307,0.033824847,0.054386076,0.956627573
KIAA0753,-0.567037937,4.1060438,3.940802045,0.047128303,0.071542965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RNFT1,-0.567474522,3.324336976,2.13270724,0.144185902,0.19288792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MTMR4,-0.567839138,5.478760162,10.81572183,0.001006418,0.00217244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COPZ2,-0.568060526,4.554092379,5.533221223,0.018658723,0.031174815,-0.205852353,1626837.047,210,3.2,0.204276227,-0.992343411,5,-0.003226432,0.481533113,-0.420793327,0.673906005
ZNF18,-0.568166493,2.915452121,1.512696882,0.218728027,0.276710987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MBLAC1,-0.568305889,1.602073897,0.371984468,0.541924545,0.601506059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C21orf2,-0.568673415,4.067629839,3.849264753,0.049767803,0.075155627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COL7A1,-0.568873747,5.181642836,8.772603202,0.003057887,0.006003653,2.485886337,91291.98096,2944,3.5,1.238818384,0.498340719,2,0.041122381,1.494978302,1.63531735,0.101982538
GOSR2,-0.568969349,5.214867071,8.986634086,0.002719615,0.005395286,0.965110177,815515.8514,232,3.25,2.816725743,2.91855356,4,0.028203939,0.632755746,1.480675986,0.138692936
GOSR2,-0.568969349,5.214867071,8.986634086,0.002719615,0.005395286,0.965110177,815515.8514,232,3.25,2.816725743,2.91855356,4,0.028203939,0.632755746,1.480675986,0.138692936
HSCB,-0.56914643,3.200487154,1.936259182,0.164075283,0.215767073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DDX56,-0.569172221,5.615223898,11.9770446,5.39E-04,0.001221395,0.943968647,190884.7109,547,3.4,1.372981503,1.454477867,5,4.29E-04,0.455653102,2.070742007,0.038382912
GPR176,-0.569285395,6.814403212,27.80978698,1.34E-07,4.89E-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IKBKG,-0.569307587,4.596855882,5.736198637,0.016618722,0.028090949,-0.446356378,214539.5684,487,3.5,1.058029899,-2.370370294,6,-0.01016422,0.373847103,-1.166766184,0.243304807
WDR77,-0.569547045,4.94001558,7.381156456,0.006591077,0.012168066,0.032513363,489976.585,342,3.548387097,0.84065201,25.85558454,31,-0.005221612,0.148048722,0.254882139,0.798814132
DTD2,-0.569615681,3.34874903,2.192024415,0.138726878,0.186364412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ITGB3,-0.570229799,2.996321282,1.634506791,0.201080827,0.256845046,1.671851644,539279.8438,788,3.75,10.69413141,6.396579175,4,0.02719294,0.548232636,2.999928491,0.00270043
DUT,-0.570269043,5.86108249,14.31212144,1.55E-04,3.82E-04,-0.742428109,499210.2646,252,3.357142857,1.417777221,-1.909649169,14,-0.005814117,0.202881724,-3.630755775,2.83E-04
TRIP6,-0.570589452,6.396735282,20.88191333,4.88E-06,1.50E-05,-0.601162285,595120.9883,476,3.583333333,1.454303066,-2.4191522,12,0.001797564,0.237544697,-2.538300616,0.011139226
RNF31,-0.570651199,4.760387488,6.499942897,0.010787796,0.019017499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RNF31,-0.570651199,4.760387488,6.499942897,0.010787796,0.019017499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRAF3IP2-AS1,-0.570790326,2.484948899,1.029233888,0.310338673,0.373926108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NISCH,-0.570992537,6.224411857,18.53418802,1.67E-05,4.77E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GEMIN4,-0.571200842,5.300766968,9.633857805,0.00191023,0.003915487,-0.082623037,343301.8496,1058,3.777777778,0.36964911,-4.47392307,9,0.001398095,0.291105407,-0.288627864,0.77286617
MKL2,-0.571414099,3.89399876,3.400496563,0.065176796,0.095725465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C5orf42,-0.571885081,4.859556763,7.017703733,0.008070767,0.014612942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PAAF1,-0.572232534,3.879771301,3.372882613,0.066277693,0.097220084,-0.160848051,577963.9463,393,3,0.277285024,-1.72389421,2,0.061845271,1.443790644,-0.154242115,0.877418837
TSPO,-0.572412629,6.948154515,30.84314722,2.80E-08,1.11E-07,-0.082657724,1759877.519,169,3.375,0.772669571,-9.347820518,8,0.002304972,0.312548309,-0.271838606,0.785746119
TCTN3,-0.572451734,5.868264774,14.49274436,1.41E-04,3.50E-04,0.08148821,181434.6523,607,4,0.93843822,11.51624538,2,0.062029441,1.37717888,0.014129442,0.988726712
SRM,-0.57302717,5.987499061,15.79912631,7.04E-05,1.84E-04,0.070540854,1027274.5,302,3.505882353,0.95637426,13.5577357,85,-0.005812703,0.084220604,0.90659,0.364623652
GINS2,-0.573178379,4.701113871,6.277004631,0.012231467,0.021333546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GCHFR,-0.573344157,1.579689519,0.366531952,0.544900747,0.60420257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KLC2,-0.573384996,4.692659394,6.24258366,0.012471441,0.021680544,-0.660440415,301362.1016,622,3.181818182,3.184489801,-4.821767004,11,-0.007924633,0.261087927,-2.499218522,0.012446753
CALM2,-0.573761278,9.590737732,139.2788009,3.83E-32,5.63E-31,-0.114527935,1716676.301,187,3.413043478,0.366703089,-3.201865892,46,0.002351723,0.118764736,-0.984127632,0.325052762
TMEM178A,-0.574059835,1.871874966,0.540231833,0.462336663,0.526249097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MPC1,-0.57448591,3.58569474,2.69859114,0.100436964,0.140210324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GJC1,-0.574545038,5.590039744,11.98337349,5.37E-04,0.001217935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOXL2,-0.574658569,9.147319477,115.8950728,5.01E-27,6.13E-26,-0.220358836,1427875.729,774,3.571428571,0.69554587,-3.156423783,35,-0.001403006,0.141686163,-1.54535789,0.12225972
NAA50,-0.574756742,6.911306048,30.30546211,3.69E-08,1.44E-07,-0.254630521,1024783.452,169,3.416666667,0.613476154,-2.409279739,24,-0.00214893,0.167280869,-1.50932735,0.131215149
PPP2R1A,-0.574851665,8.057036716,66.51043524,3.48E-16,2.48E-15,0.023556657,1464068.041,589,3.524096386,0.77183339,32.76497924,332,-0.003270172,0.042160366,0.636304465,0.524577995
LEMD2,-0.574911588,5.440408842,10.78404581,0.001023787,0.002206014,-0.430183504,417721.3438,503,3.227272727,0.825735265,-1.91949542,22,-0.002072779,0.173810406,-2.463090296,0.013774522
CCDC53,-0.575032809,4.712566762,6.36911255,0.011612365,0.020355971,0.432494361,666644.6406,194,3,1.166756951,2.697739108,6,0.003736195,0.39784684,1.077696547,0.2811692
PTOV1,-0.575085361,6.336109805,20.3266444,6.53E-06,1.98E-05,3.917492901,124481.7344,416,4,0,0,1,0.154220131,2.084660992,1.805220505,0.071040183
ARHGAP24,-0.575134175,5.819851668,14.1343366,1.70E-04,4.18E-04,-0.829017079,109317.3882,748,3.5,0.283080524,-0.34146525,2,0.063079628,1.388854033,-0.642325749,0.520661699
CEBPG,-0.575176947,4.484578974,5.3854973,0.0203048,0.033592602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TCEANC2,-0.575518724,3.211027969,1.996828003,0.157628779,0.20856373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PRPSAP2,-0.575549881,4.23843219,4.485365684,0.034186232,0.05374141,-0.552497927,405438.311,369,3.466666667,1.687684598,-3.054644216,15,0.003274725,0.22550133,-2.464609193,0.013716276
AACS,-0.576086984,4.138077017,4.16573938,0.041249406,0.063587384,-0.031255196,544329.0625,672,3,0.558680396,-17.87480049,3,-0.006896167,0.839904882,-0.029002128,0.976862893
EIF3C,-0.576412872,8.27126555,77.28455841,1.48E-18,1.22E-17,0.127961423,1891641.618,913,3.547413793,1.036488708,8.100009234,232,0.001236162,0.055075995,2.300916395,0.021396357
FAM92A1,-0.576647775,4.212555666,4.415556168,0.035612668,0.055780666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BTD,-0.57705956,4.509520196,5.521374708,0.018785491,0.031343533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OFD1,-0.577209619,3.934150916,3.577664925,0.058561415,0.086965668,-1.735436755,57170.36328,1012,3,0,0,1,0.091228549,2.034126282,-0.898009785,0.369180333
CDC16,-0.577835961,6.218696147,18.89434762,1.38E-05,3.99E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZYG11B,-0.578225987,5.680377109,12.93963236,3.22E-04,7.56E-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SDHA,-0.578335268,6.111157573,17.55050375,2.80E-05,7.77E-05,0.139903484,547761.8848,664,3.590163934,1.745343061,12.47533663,61,-6.01E-04,0.106098794,1.324283088,0.185409045
PHF1,-0.578394598,5.229750587,9.382819436,0.002190284,0.004437151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GPC6,-0.579245315,5.07647163,8.424061186,0.003702878,0.007158976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LDHA,-0.579530873,11.2831228,195.0372882,2.53E-44,5.38E-43,0.043992899,5504725,361,3.491612903,0.609232069,13.84841841,775,-6.66E-04,0.028230282,1.581964931,0.113657577
SLC25A43,-0.579680675,3.535260816,2.638784081,0.10428333,0.144963846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAA38,-0.579885448,4.668820288,6.271629449,0.012268627,0.021389151,-0.193684212,248555.9453,173,4,0,0,1,0.130132619,1.962211087,-0.165026502,0.868923123
MEF2D,-0.580321965,6.273059238,19.7978858,8.61E-06,2.56E-05,-0.793264375,572852.5845,521,3.75,0.449406046,-0.566527453,4,0.020511902,0.600610716,-1.354914683,0.175444741
TMEM222,-0.580378589,4.581923646,5.892475555,0.01520571,0.025925853,0.085673285,162419.1772,208,3.5,0.455376369,5.315266786,2,0.048124576,1.366716102,0.027473672,0.978081939
EMC9,-0.580462754,3.724994156,3.074917203,0.079508642,0.113992398,-0.703663465,569252.6523,208,3,0,0,1,0.100846314,2.224865644,-0.361599264,0.717651515
PTPLA,-0.58065556,4.235117324,4.552833893,0.03286431,0.051906272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HPS3,-0.580690762,5.459438972,11.14869844,8.41E-04,0.001842657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RAI14,-0.580837302,7.980719887,64.45121256,9.90E-16,6.87E-15,-0.092395197,654824.4297,951,3.550239234,1.107954268,-11.99147041,209,0.001260296,0.055592356,-1.684682932,0.092049761
DDB1,-0.580924486,8.033523611,66.82417908,2.97E-16,2.12E-15,0.060069964,1512013.156,1140,3.559241706,0.825331162,13.73949823,211,4.27E-04,0.054770951,1.088954122,0.276174117
RNF169,-0.581400707,4.524886114,5.667973812,0.017277401,0.029066686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DCXR,-0.581815438,4.147095122,4.276765527,0.038636806,0.05996302,0.523425909,589249.4199,244,3.375,1.602495579,3.061551888,8,0.014749158,0.310630975,1.637559646,0.101513587
TMEM236,-0.581916578,1.38923624,0.280346129,0.596474441,0.651347303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TMEM236,-0.581916578,1.38923624,0.280346129,0.596474441,0.651347303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WDR4,-0.58241951,3.373047907,2.336006531,0.126413257,0.171624388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BTBD1,-0.582655397,6.781530744,28.44937624,9.62E-08,3.58E-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ELAC2,-0.582996071,5.851291972,14.84361686,1.17E-04,2.95E-04,0.270698783,159933.7734,826,3,0,0,1,0.147632911,2.013826525,0.061110463,0.951271236
EIF2B1,-0.583372568,5.403493753,10.80814349,0.001010546,0.002180189,0.026250934,318245.9883,305,3.594594595,1.318071223,50.21045103,37,-0.003709602,0.128551343,0.233062798,0.815712643
ARL15,-0.583531897,3.02656552,1.755344278,0.18520629,0.239436552,0.228864476,282685.345,204,3,0.074704436,0.326413419,2,0.040438677,1.387409749,0.135811211,0.891970528
SNAPC5,-0.583777578,3.05154279,1.794823227,0.180339604,0.234187023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MECP2,-0.584076432,5.780723806,14.17288327,1.67E-04,4.10E-04,-0.007311877,940852.1826,498,3.588235294,0.587888041,-80.4017944,17,-0.011605809,0.202074121,0.02124929,0.983046796
OPTN,-0.584280241,6.260560636,19.88665326,8.22E-06,2.45E-05,-1.583228379,139456.9932,577,3.333333333,2.506702982,-1.583285781,6,0.00331576,0.390633087,-4.061468907,4.88E-05
MAN2C1,-0.584672325,5.101590053,8.737544841,0.00311724,0.006108342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
METTL10,-0.585130475,4.160206215,4.3679465,0.036621099,0.057155811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SIK1,-0.585356067,6.474360859,23.18404117,1.47E-06,4.85E-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RER1,-0.58553976,6.936188248,31.98142802,1.56E-08,6.32E-08,0.042550313,885620.3193,196,3.58,1.067118703,25.07898624,50,0.004378766,0.117373149,0.325215324,0.745018112
GCSH,-0.58570609,4.353495822,5.062152984,0.024453841,0.039774714,-0.303114815,191099.2544,173,3.5,0.054602681,-0.180138609,2,0.106452598,1.439158657,-0.28458809,0.775959737
RCOR3,-0.58578571,5.162302994,9.162769135,0.002469885,0.004949952,-0.423189386,180171.0391,553,3,1.436906848,-3.395422697,3,0.008616948,0.777747067,-0.555201495,0.578756846
LTBP3,-0.586089852,6.846850735,30.11544542,4.07E-08,1.58E-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CD99L2,-0.586294437,6.222340418,19.4930181,1.01E-05,2.98E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FLCN,-0.586587853,4.225877959,4.612494053,0.031739839,0.050306134,2.037127016,80277.71094,579,4,0,0,1,0.056412504,2.153211972,0.919888305,0.357631131
FLCN,-0.586587853,4.225877959,4.612494053,0.031739839,0.050306134,2.037127016,80277.71094,579,4,0,0,1,0.056412504,2.153211972,0.919888305,0.357631131
CHST12,-0.586733853,4.094301257,4.177471056,0.040964785,0.06319672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PTK2,-0.58674012,6.350559457,21.36000728,3.81E-06,1.19E-05,-0.413729177,283885.9629,1096,3.083333333,0.928667426,-2.244626381,12,-0.00778998,0.236667169,-1.715232403,0.086302626
CYTH2,-0.587043315,5.731318654,13.82165995,2.01E-04,4.88E-04,0.07674947,1357125.494,400,3,0,0,1,-0.001634161,1.851237198,0.042341215,0.96622669
TXN2,-0.587081725,5.613944654,12.71735452,3.62E-04,8.46E-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ARSK,-0.58709922,4.042521721,4.020310736,0.04495543,0.0686043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DTD1,-0.587367886,5.163703748,9.220836921,0.002392761,0.004812048,0.174757723,344496.6572,209,3.525,1.026612648,5.874490871,40,-0.005959781,0.125689492,1.437809167,0.150488208
VPS51,-0.587422923,5.661785225,13.1720222,2.84E-04,6.72E-04,-0.422768816,142017.458,782,3.6,1.000362286,-2.366215882,10,2.07E-04,0.271914984,-1.555542788,0.119816852
CIRBP,-0.587502902,6.912053028,31.6569973,1.84E-08,7.41E-08,0.098834226,1134238.205,172,3.333333333,0.416690954,4.216059254,6,0.003673354,0.376486934,0.252760092,0.800453609
LENG8,-0.587579072,6.181703229,19.02748871,1.29E-05,3.75E-05,10.6926683,6320272.834,874,4,0.822964625,0.076965319,5,0.016513781,0.451180941,23.66268949,8.74E-124
TTK,-0.587594044,5.245225778,9.785261657,0.001759162,0.003630141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IL11RA,-0.587876101,3.763745692,3.249308104,0.071453614,0.104014213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSMG3,-0.588012697,3.137384193,1.958065286,0.161720384,0.213200788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AP5Z1,-0.588083832,4.098083222,4.20821603,0.040228624,0.062179416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PFKFB2,-0.588151778,1.679204956,0.443004517,0.505675857,0.567805084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PRPF6,-0.588235097,6.245417594,19.942004,7.98E-06,2.38E-05,-0.187864093,423797.0967,941,3.463768116,1.326938374,-7.063288971,69,-0.001161335,0.09414936,-1.983048611,0.047362
CHTF8,-0.588386976,6.583065804,25.26387581,5.00E-07,1.73E-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHTF8,-0.588386976,6.583065804,25.26387581,5.00E-07,1.73E-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GDI2,-0.588406971,7.884428011,61.92265117,3.57E-15,2.40E-14,0.033938936,1900339.418,449,3.493975904,0.633748437,18.6731968,332,0.00131943,0.044411686,0.734480253,0.462656091
GPATCH4,-0.588632241,4.280144777,4.838019477,0.02783885,0.044700293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LAYN,-0.588650981,3.065757503,1.846791509,0.174157022,0.227239662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ERAP1,-0.588767038,4.965533461,8.0270092,0.004608487,0.00877034,0.056438275,371843.9927,948,3.558139535,0.77690562,13.76558043,43,0.001724136,0.121277606,0.45114792,0.651882943
RPA2,-0.589031204,5.10601166,8.894040321,0.002861029,0.00565001,-0.345356063,497161.147,358,3.75,0.694817766,-2.01188814,12,-0.003075476,0.243626277,-1.404941173,0.160038772
PKD1P1,-0.589577942,3.517102181,2.688827099,0.101054175,0.140974807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PKD1P1,-0.589577942,3.517102181,2.688827099,0.101054175,0.140974807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PKD1P1,-0.589577942,3.517102181,2.688827099,0.101054175,0.140974807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IFI27L1,-0.589799598,3.230812573,2.130127417,0.14442875,0.193149021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIK3CA,-0.589871192,4.920533883,7.797690953,0.005231304,0.009855317,-8.054174909,442844.8867,1068,4,0,0,1,0.116217713,1.944367584,-4.202082307,2.64E-05
CTD-2228K2.5,-0.589982563,1.63781632,0.421142728,0.516367395,0.5777288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MIB2,-0.590082239,4.430749955,5.441255929,0.019666523,0.032653225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZNF562,-0.590195291,4.10187461,4.250185028,0.039246054,0.060792123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MEAF6,-0.590376847,5.365663005,10.7682392,0.001032567,0.002222176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LMLN,-0.590603184,4.543391359,5.926234234,0.014917086,0.025480211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AP1B1,-0.590647999,6.31629811,21.1238557,4.31E-06,1.33E-05,0.047091169,775478.7578,949,3.396825397,0.704152264,14.95295777,63,0.003838687,0.101747714,0.425095375,0.670767149
