Cell_Rg	Cell_Len	Cell_Type
5.84318804377245	8.1989668026216	Fibroblasts
5.92155710941672	7.7601310680285	Fibroblasts
5.99780634798073	5.38306401636315	Fibroblasts
5.94035613808541	4.78108393854492	Fibroblasts
6.00425340685489	6.07696100459504	Fibroblasts
6.12295669937698	6.8572151796323	Fibroblasts
6.15766427103055	7.12803342902226	Fibroblasts
6.21619013672016	7.19805867935311	Fibroblasts
6.156509711848	6.48087282819301	Fibroblasts
6.20113010100411	6.25631531041577	Fibroblasts
6.33695243688393	5.24029155084262	Fibroblasts
6.31206007469399	6.35611308637307	Fibroblasts
6.49637797984469	6.95310270184767	Fibroblasts
6.46867462805371	6.56184915360725	Fibroblasts
6.55270996206085	7.35060034431443	Fibroblasts
6.62214057376776	6.44140076566771	Fibroblasts
6.77738303170194	7.27095248199442	Fibroblasts
6.94555429377986	8.71866798287225	Fibroblasts
7.01184391507771	7.10779403764519	Fibroblasts
7.19217227252736	8.09759647089255	Fibroblasts
7.62483340978282	7.79605456129803	Fibroblasts
15.6824410624419	5.71365369457943	mESC
14.8326997377603	5.15347414168076	mESC
15.3507237913446	5.33314201023987	mESC
14.9916710565705	4.80855692858925	mESC
15.7132763068622	5.54317844227357	mESC
14.9459667280072	5.79705042899935	mESC
14.62994769009	5.04593585619074	mESC
14.6450549515148	3.56752852552264	mESC
14.627581305862	5.07089431306323	mESC
15.1353352879281	5.34403319110492	mESC
15.9281436171789	4.5139862014907	mESC
14.9480467839044	5.1120392396363	mESC
14.533502391268	4.25942401244075	mESC
15.5160854658291	4.31897679926324	mESC
14.710337831369	4.43358809695444	mESC
15.0000008484263	5.88932442354616	mESC
14.782428329652	5.41489870274752	mESC
14.7094448617757	5.57615581477708	mESC
15.3518169419145	4.92697781164671	mESC
15.3831577563505	5.82151509708792	mESC
15.0669457370146	2	mESC
15.3115816374141	1	mESC
15.2350464748639	1	mESC
15.3003337096938	2	mESC
14.2681508929091	0	mESC
15.099058954993	1	mESC
14.8929224391802	1	mESC
14.9663447629	0	mESC
15.0739522413519	1	mESC
15.50935780821	0	mESC
5.27363387871968	1	mESC
4.47226289194879	1	mESC
5.16326085968746	3	mESC
3.39293518685677	1	mESC
3.60914950799792	2	mESC
3.52624754934092	0	mESC
4.45039383685871	0	mESC
4.58732053809184	2	mESC
2.60823174326649	4	mESC
5.4757592745325	1	mESC
5.89108336493313	1	mESC
5.66833176980046	1	mESC
3.63017516500294	1	mESC
5.13026144179876	1	mESC
5.71818970261693	1	mESC
4.94743726696802	1	mESC
4.38029372233835	2	mESC
5.77241330213999	0	mESC
3.79564473086653	0	mESC
4.07594823348836	1	mESC
5.03618294453983	0	mESC
4.01885341120789	1	mESC
3.71420457137887	1	mESC
2.58063661419352	0	mESC
2.36800199517474	2	mESC
3.19130002876572	1	mESC
4.37540120417067	0	mESC
4.38495326696627	0	mESC
5.59802089868232	0	mESC
5.70272947698541	0	mESC
5.18215865914386	1	mESC
4.19730483827243	2	mESC
4.68594738491455	2	mESC
3.89097316003182	1	mESC
4.55522574436668	0	mESC
5.42106771120448	0	mESC
5.66584857200326	1	mESC
3.87954021314889	0	mESC
5.1163370282919	4	mESC
4.10988093200525	1	mESC
5.70041431171584	1	mESC
5.47824440807425	0	mESC
5.00301308934764	2	mESC
6.50215196126151	0	mESC
5.07825785395397	1	mESC
5.1213555410163	0	mESC
2.61145798319568	2	mESC
3.90532982436106	0	mESC
5.45080980346876	2	mESC
4.92641759367965	0	mESC
3.30732773686232	2	mESC
4.01149835247251	1	mESC
4.87064808438338	1	mESC
5.26262047140253	1	mESC
5.00582262525213	2	mESC
6.04654722091753	0	mESC
4.45849264350497	0	mESC
3.60478303469128	0	mESC
5.52328983565793	2	mESC
4.75083832614755	2	mESC
6.49362597215669	0	mESC
3.40429785698404	3	mESC
5.49657367854145	0	mESC
6.60671669355205	1	mESC
4.307469285495	2	mESC
2.86141961242613	0	mESC
4.18987044212175	3	mESC
3.69229288903968	1	mESC
2.32671615277031	0	mESC
4.72554924079872	3	mESC
2.26317445005958	6.29944300409687	Neuron
2.67240169432912	7.2991516191555	Neuron
2.85842367325025	7.40776598676255	Neuron
3.01402766597338	7.37589543136515	Neuron
3.10967050950056	10.3346998408773	Neuron
3.23477416466448	7.69807452576334	Neuron
3.29033795660581	8.25968038726665	Neuron
3.40189818532283	6.87629712691499	Neuron
3.48712162157692	9.17523109872751	Neuron
3.52464335441907	6.62579199610088	Neuron
3.55963025980165	9.74476049044268	Neuron
3.63686716955834	7.5419462630524	Neuron
3.68496499588401	8.35956286863757	Neuron
3.71592822846289	7.90929906907309	Neuron
3.77433930741409	8.05068079159708	Neuron
3.83661308522948	7.67679321908303	Neuron
3.84978513644686	6.94937250009088	Neuron
3.90629375550174	8.06364884510706	Neuron
3.93807374067325	8.59634362837682	Neuron
4.00206845156315	8.2099325058052	Neuron
4.00091050019402	9.16964508313737	Neuron
4.03846753732245	6.57957852029609	Neuron
4.11654424211001	7.47990983060916	Neuron
4.07898154227305	8.59501736562548	Neuron
4.11968839185279	8.73809081353384	Neuron
4.18183898625378	8.36381787161262	Neuron
4.21589661622488	7.03047354585624	Neuron
4.27938292451325	8.88116520623865	Neuron
4.27136776044838	7.79644615165564	Neuron
4.34220387309933	6.88536996774087	Neuron
4.35953481654137	7.00531153823157	Neuron
4.38968913367671	6.37560226299334	Neuron
4.41350537924232	7.94994069179926	Neuron
4.39834327753193	10.4342050927694	Neuron
4.46112103185905	8.53634353733837	Neuron
4.45012150241393	8.46612847603314	Neuron
4.48007852205897	6.61436324325094	Neuron
4.49534079648324	8.1228496320838	Neuron
4.55819249297889	8.54025442249077	Neuron
4.59165896493832	5.70249753284047	Neuron
4.57959469485474	6.80782004231366	Neuron
4.61903103295284	7.45925695533572	Neuron
4.65772343160316	10.0901001768608	Neuron
4.72366622195613	7.7366935935067	Neuron
4.72716504696308	7.5753824591478	Neuron
4.73167724120208	7.8083150693654	Neuron
4.76564062460538	8.7875911679882	Neuron
4.7967973910775	8.78396990289821	Neuron
4.84629903853142	6.79663570229067	Neuron
4.81867591518474	7.77924890422478	Neuron
4.87378553555496	9.65587515898887	Neuron
4.87771550102551	7.67305049117013	Neuron
4.9380514929997	6.56048754628126	Neuron
4.96668443305815	7.88535818256365	Neuron
4.97145947182297	7.06586986759924	Neuron
5.00261763539061	8.58725019448912	Neuron
5.01477406837023	8.0704575853052	Neuron
5.00708066141319	8.86125289141598	Neuron
5.10429836715268	8.03187548283231	Neuron
5.13121412478084	6.41655945460066	Neuron
5.09719358320847	8.89807303869982	Neuron
5.09633246578476	6.12476723922025	Neuron
5.20315536881933	7.1808443840664	Neuron
5.15244483051001	7.19924258525585	Neuron
5.18174632354105	6.89788992453529	Neuron
5.23037170009928	7.93137170843444	Neuron
5.24833651006348	6.57164688473505	Neuron
5.35220764336891	8.65022377867462	Neuron
5.33516905626808	6.80912041298748	Neuron
5.34677720623182	8.26721572060008	Neuron
5.41416842705976	6.09814746284625	Neuron
5.41352150543866	7.5440795396851	Neuron
5.43388747108568	8.10972452804402	Neuron
5.52665420358807	7.86612004188859	Neuron
5.45930242605247	7.22915710187219	Neuron
5.51049978625704	6.98322691203231	Neuron
5.61666039765676	7.81582278190522	Neuron
5.58138100075063	9.03174100418945	Neuron
5.69539168165888	8.50074626778652	Neuron
5.67676633927347	8.24371055773627	Neuron
5.67136600022676	5.9943162534774	Neuron
5.71155710759765	6.44060112509684	Neuron
5.80480590030262	6.92995291256802	Neuron
5.80576805665254	8.86583386578596	Neuron
5.84306068717967	7.92334589286809	Neuron
5.96084399597958	8.92340375822208	Neuron
5.93101442929485	8.33052692781522	Neuron
6.0051325072863	9.50403451520985	Neuron
6.05813459456055	7.87544319937206	Neuron
6.11206122086527	7.06063746043377	Neuron
6.22531340872218	7.85314753464037	Neuron
6.26477476286004	6.7218048751079	Neuron
6.25770268487181	5.84177193124132	Neuron
6.37079466418329	7.91108500622885	Neuron
6.46566426571525	7.91857750076784	Neuron
6.5848434005697	7.99511575492509	Neuron
6.63633917065383	8.9055636575988	Neuron
6.83042256351256	8.73117166583565	Neuron
7.01006411704174	9.39156843207841	Neuron
7.51943026194026	8.79165920946731	Neuron
4.49976090545838	12.0267357632545	Muscle
4.92430536414104	9.04694855049795	Muscle
5.13691839352308	12.6262435108981	Muscle
5.25744500007406	8.81356837090902	Muscle
5.31264063173637	10.6306744127404	Muscle
5.50115379732706	9.7183061412215	Muscle
5.55876732368642	8.65402663881901	Muscle
5.66877149111794	12.1491766146385	Muscle
5.6876821415488	9.27458314522742	Muscle
5.75054597863948	9.00363960835444	Muscle
5.77687048354369	11.1554893866624	Muscle
5.8779713709171	9.68264900390941	Muscle
5.91642315833112	11.5149278583616	Muscle
5.99656498222535	9.76123530158832	Muscle
6.05309998529535	9.48059844486478	Muscle
6.08099413331444	10.6551911936339	Muscle
6.13335057615054	8.45785485955065	Muscle
6.1276411534717	10.1067403090273	Muscle
6.12104305684768	12.0617803464527	Muscle
6.24640619383601	11.32983997953	Muscle
6.18838574582015	9.06652006623625	Muscle
6.314083225611	9.40067967807997	Muscle
6.32271367811293	10.2845592900743	Muscle
6.3398733599504	8.19304450696261	Muscle
6.41608177632801	11.5499762453426	Muscle
6.36572666851465	11.7027819104148	Muscle
6.48433536556964	11.5130069828942	Muscle
6.53024600915601	8.17824114195056	Muscle
6.5477947936187	10.2266523407379	Muscle
6.46120426470515	9.75472462703084	Muscle
6.51360303951016	9.7020455205443	Muscle
6.61427968159461	9.70937239094523	Muscle
6.57600957519512	10.1305727385931	Muscle
6.66577743807753	10.1329876299228	Muscle
6.66420571636616	9.338111445857	Muscle
6.75695408066563	9.35059701469262	Muscle
6.7292467766801	8.66048319174038	Muscle
6.76750588620668	8.9591203997443	Muscle
6.743489002859	9.68428192804187	Muscle
6.74845353032522	11.1963571062123	Muscle
6.85025447733925	6.98764433205804	Muscle
6.87422296397733	11.8619924720892	Muscle
6.93647251714645	10.2924286101535	Muscle
6.96318792133507	9.95493313459916	Muscle
6.9613411123442	8.45144062712853	Muscle
6.95649008001028	11.321729038806	Muscle
6.91689191045426	10.4307734154986	Muscle
7.00997769759153	9.67252405202928	Muscle
7.05639790576887	10.4999125862172	Muscle
7.09998590503957	8.96894848688548	Muscle
7.13916114637778	10.7744596097886	Muscle
7.13435887833351	10.4470801343504	Muscle
7.18267665998239	8.51775430798897	Muscle
7.10316376909271	10.8703686782621	Muscle
7.15884158690706	11.89822402152	Muscle
7.21194220475854	9.80914137945714	Muscle
7.16983258476743	8.5597864202102	Muscle
7.25404363600321	9.68621786769925	Muscle
7.26034140527682	10.900689684216	Muscle
7.28462947980805	11.5821354717576	Muscle
7.41100457989802	9.95062047077912	Muscle
7.40837888105402	10.3859574404291	Muscle
7.3263654478539	12.1732880224536	Muscle
7.3820828623041	7.87842200004443	Muscle
7.47524908828538	10.0633932455362	Muscle
7.51673827978149	10.3209819011715	Muscle
7.42898681546575	10.1496267928455	Muscle
7.47953001151651	10.0466114857199	Muscle
7.62797538492116	9.29480681695951	Muscle
7.57452739235653	11.7427554666367	Muscle
7.57325411426999	12.2977881108429	Muscle
7.58327727091454	9.8072040444612	Muscle
7.60202834540262	10.8329197184971	Muscle
7.74151604321783	9.63340083478403	Muscle
7.74228011495729	10.7421526600095	Muscle
7.75086037171574	9.05378468586961	Muscle
7.78278683009378	11.1523136913312	Muscle
7.81609871281786	11.0943714891363	Muscle
7.81647092849981	10.913991775332	Muscle
7.87538923147576	9.44722385939057	Muscle
7.9949857176695	11.2101801214106	Muscle
7.96552467583792	10.5501542574216	Muscle
8.06318633415229	11.7950927190395	Muscle
8.06111721909691	10.2585249179154	Muscle
8.08385331189093	10.6653589643233	Muscle
8.11456691381718	10.7997227302586	Muscle
8.11464668875801	10.5969550500331	Muscle
8.29415456511497	10.1479408601267	Muscle
8.34261702265976	10.3248779726858	Muscle
8.34424195932126	9.91588039809726	Muscle
8.45028437057753	9.8561636153192	Muscle
8.45477665670016	10.490398971883	Muscle
8.5139267391988	8.43486941246081	Muscle
8.60187513589059	9.39087721608994	Muscle
8.68411068231653	9.45079346894652	Muscle
8.72883303569223	8.7464686940005	Muscle
8.97416828117852	8.72325160289321	Muscle
8.96449029666216	11.1639461218454	Muscle
9.26191679755989	9.30100476320409	Muscle
9.67722303002261	9.72961463267756	Muscle
